label,content
0,어떤 색깔을 좋아하세요
0,--할 때까지 며칠 기다려 주시겠어요
1,개인사업자의 대표자는 퇴직연금 가입이 안됩니까?
0,괜찮으세요
0,물론이죠
0,--을 인정합니다
0,스포츠에 대해 얘기합시다
0,저도 좋습니다
4,첼로 등과 같은 악기는 어떻게 하나요?
2,전원을 꺼도 날개가 완전히 닫히지 않아요.
4,공항에는 무엇을 가지고 가면 되나요?
0,--하는 것은 어렵다
2,표시창에 CH와 61이 번갈아 깜박거려요.(점검코드 CH61)
0,좋아요  기다리겠습니다
4,비회원으로 예약한 항공권 내역을 회원 가입한 아이디로 확인을 할 수 있나요?
1,통장 잔고 부족으로 보험료를 납부하지 못했습니다.
0,구입은 원화를 기준으로 하므로  이전보다 더 많은 비용이 지출돼야 합니다
4,[요금규정][기타] TAX 요금이 달라지는 이유는 무엇인가요?
2,에어컨을 만지면 전기가 흘러요.
2,난방 선택이 안돼요.
2,LG 페이 카드 결제 비밀번호는 안전한가요.
0,글쎄요  그것은 어려운 문제입니다
4,[기타] 공동운항(코드쉐어)란?
1,화상으로 썬크림  보습제 등 화장품을 처방받았습니다. 실손보장이 가능한가요?
0,이것은 제가 내겠습니다
3,배송이 지연되는 사유가 무엇인가요?
0,공항이 어디에 있는지 아십니까
1,재해란 무엇입니까?
0,--할 준비를 해야 합니다
0,2달러를 25센트 동전으로 4개  10센트 동전으로 10개 나누어 주십시오
0,다음 주 목요일  5월 25일에 만나고 싶습니다
1,인터넷전용보험(다이렉트)과 일반(FP채널)보험의 차이점은?
0,훌륭해요
1,보험료 자동이체시 합산이체가 뭐예요?
0,참 안됐군요
3,배송중인 상품의 위치는 어떻게 확인하나요?
0,좋은 여행비행기 여행이 되길
0,이런 시간에 전화를 걸어서 죄송합니다
1,개인연금보험의 소득공제 가능여부를 알려주십시오.
3,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
0,창가에 있는 테이블을 원합니다
0,--할 위치에 있지 않습니다
0,그것을 얼마나 빨리 끝내길 원하십니까
4,판매자가 모두투어가 아닌 상품은 무엇일까요?
0,앉으시죠
0,신년을 축하합니다
1,정상이자와 상환이자는 어떻게 다릅니까?
0,제 계획은 --하는 것입니다
4,호텔 예약했어요. 공항 픽업 신청이 가능할까요?
0,몇 시에 체크아웃할 겁니까
0,때때로 두세 시간 정도 잔업을 합니다
0,할 수 있는 한 빨리
0,시애틀에서 로스엔젤레스까지 얼마나 걸립니까
3,배송중인 상품의 위치는 어떻게 확인하나요?
4,[기타] 세금계산서 발행이 가능 한가요?
0,무엇을 권하겠습니까
0,월요일이 좋으시겠습니까
1,지문인식이 가능한 스마트폰인데  왜 이용 불가로 나오나요?
1,납입주기 변경에 대한 안내 입니다.
4,[지중해&유럽] 한국의 전자제품을 가져가 사용할 수 있나요?
0,동의할 수 없는 몇 가지 점이 있습니다
1,퇴직보험 가입 및 전환시 기업회계상 이점은 무엇입니까?
1,인터넷으로 펀드 거래가 가능한가요?
1,계약자(수익자) 변경 절차를 알려주세요
0,커피를 더 드릴까요
2,자동건조는 어떤 기능인가요.
4,호텔 요금 방금 봤는데 다시 검색하니까 요금이 확인되지를 않습니다?
0,제 시계는 하루 5분씩 늦습니다
2,투인원에어컨을 동시에 가동하면 능력이 떨어지나요.
4,이름변경이 가능한가요?
3,회원탈퇴 하려고 하니 [오픈마켓 판매자]라고 메세지가 뜨면서 탈퇴가 안됩니다.
2,충전기 연결 시 '수분이 감지되어 충전 불가' 멘트가 떠요.
0,둘째는  부품을 창고에 보관 할 필요가 없으므로 비용을 절약할 수 있습니다
2,LG 360 VR을 사용해서 유투브 VR 컨텐츠 재생이 안돼요.
3,롯데닷컴 배송흐름은 어떻게 되나요?
0,그 말을 들으니 기쁩니다
2,새 제품인데 사용 중 냄새가 나요.
0,여보세요! 수잔이니
0,지하철 역으로 가는 길을 가르쳐 주시겠습니까
0,무엇을 주문해 드릴까요
4,좌석 배정은 언제 받을 수 있나요?
0,죄송합니다. 그러나 그 문제는 처리됐습니다. 다음 출하는 예정대로 이행하겠습니다
0,좋습니다  감사합니다
0,한국의 신문이 있습니까
0,미스터 브라운 있습니까
1,퇴직을 앞둔 근로자 입니다. 퇴직금제도에 5년  IRA기업형 제도에 5년 가입했는데 연금으로 받을 수 있습니까?
2,난방이 됐다 안됐다 해요.
0,얼마입니까
0,미스터 박  토의를 시작하도록 할까요
0,모든 것이 좋습니까
0,어떤 재료를 찾고 계세요
0,도와 드릴까요
3,주문한 상품은 언제쯤 받을 수 있나요?
0,무역 회사에서 근무합니다
4,아동요금과 유아요금은 어떤 기준으로 적용 되나요?
0,고맙지만 사양합니다. 지금은 약을 복용하고 있거든요
1,보장자산을 준비하려면 어떻게 해야 합니까?
0,하여튼  계약서에 귀사와 약정한 대로 출하하지 못한 것은 우리 회사의 잘못입니다
2,화면 터치가 안되시나요?
0,이 물건은 스위스로부터 수입된 것입니다
0,그래서  우리는 계약서의 내용에 동의했습니다
0,고맙지만  사양합니다
1,기존의 계약을 해지하지 않고 계약을 전환이 가능한지요?
0,좀더 검토가 필요한 점이 있습니다
1,기지급받은 보험금 내역을 피보험자(보험대상자)에게는 안내가 불가한 이유가 무엇입니까?
0,무지인 것은 없습니까
4,패키지 여행 중 쇼핑한 물품을 환불하고 싶습니다.
3,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
0,출발 시간은 5시 30분입니다
4,호텔 멤버로 가입되어 있는데 마일리지 적립이 가능할까요?
2,V35 G7 갤러리에서 태그 기능을 어떻게 활용할 수 있나요.
0,네  질문이 있습니다
0,--에 대해 불평하다
3,상품을 직접 방문하여 수령할 수는 없나요?
0,몇 시에 폐점합니까
1,회원가입 시 본인인증을 하면 이름이 틀리다고 나옵니다.(또는 자료가 없다고 나옵니다.)
0,--에게 안부 전해 주세요
0,그것을 가방에 넣어 주시겠습니까
3,배송이 지연되는 사유가 무엇인가요?
0,조금 열이 납니다
4,비자 대행해 줄 때 수수료를 지불해야 하나요?
0,마스터 키가 있습니까
2,Google 계정이나 백업 PIN으로 화면 잠금을 해제할 수 있나요.
0,그는 중앙으로 3루타1루타  2루타를 쳤습니다
1,보험료를 자동이체로 납입할 경우 입금여부에 대해 안내를 해주나요?
0,이 서류에 대하여 승인해 주시겠어요
1,확정급여형(DB)제도와 퇴직보험은 비슷해 보이는데 차이점이 있습니까?
0,이곳이 보스턴행 승강구가 맞나요
0,--에 열중해 있다
3,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
0,조심하세요
0,내일 기상 예보를 아세요
0,코가 막혔습니다
4,예약 한 시점으로 환율 고정 되는 건가요?
0,판매기간은 2월 28일까지
0,열쇠를 방에 두고 나왔습니다
3,배송중인 상품의 위치는 어떻게 확인하나요?
1,종퇴보험으로 퇴직금 운영시 기업의 자체자금으로 선지급하고...
0,운이 나빴어요
0,오늘 저녁에 저희들과 함께 한잔하러 가시겠습니까
4,객실 요금은 인당 요금인가요? 그리고 요금에 세금 봉사료가 포함인가요?
2,에어컨 설치 및 철거 신청 비용 확인은 고객지원-설치/철거 예약을 선택해 주세요.
0,네  알겠습니다
3,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
4,오픈티켓으로 예약 가능한가요?
4,항공 편명 확인해주세요?
2,전원이 저절로 꺼져요.
0,미스터 조지 브라운을 지금 바꿔줄 수 있으신가요
0,만수무강하십시오
0,네. 이것 말고 다른 물건이 있습니까
4,[영수증] 영수증관련 문의 답변
1,확정급여형 퇴직연금에 있어서 사용자가 매년 적립해야 할 의무금액은 얼마인가요?
1,전화 상담 가입과 일반 설계사(컨설턴트)를 통한 가입시의 차이점은?
0,--을 준비하기 위해 일 주일이 필요합니다
1,가입한 보험의 보장내역조회는 어디서 하나요?
0,제 정기 적금을 해약하고 싶다
3,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
0,이 특정 문제에 대해 질문이 있습니까
2,통화 중 사용할 수 있는 기능을 알려 주세요.
1,신탁상품의 운용내역을 확인하려면 어떻게 해야합니까?
4,항공권에 대한 세금계산서 발행이 가능한가요?
3,상품을 직접 방문하여 수령할 수는 없나요?
0,어떤 종류의 물건을 찾고 계십니까
2,[G6] 얼굴 인식 기능은 어떻게 사용하나요.
0,기분이 좋지 않아요
0,이름을 한 번 더 말해 주시겠어요
4,귀국일을 지정하지 않고 예약이 가능한가요?
4,[일본][규슈] JR 레일패스란 무엇인가요?
1,신탁계약 만기일에 출금은 어떻게 합니까?
2,스탠드 에어컨 난방이 약한가요
0,당신은 5일간의 유급 휴가를 얻었습니다
0,마음놓고 얼마든지 잡수십시오
0,수출과 과장인 미스터 조지 브라운과 통화하고 싶습니다
0,현 상황에서는 그것이 가장 권장할 만하다고 생각합니다
0,확인해 주시겠습니까
2,휴대폰의 데이터가 삭제되었나요.
0,일주일에 한두 번 조깅을 합니다
0,여기서 담배를 피울 수 있습니까
1,보험 효력상실 기간 중 종보험대상자(종피보험자)가 사망해도 부활이 가능합니까?
4,인솔자 동행 미정이라고 되어있는데 몇 명부터 동행인가요?
2,카메라 전문가 모드의 셔터 속도(Shutter Speed)는 어떻게 동작 하나요?
0,만나서 즐거웠습니다
4,결제는 어떻게 해야 하나요?
2,해제코드(PUK)를 분실한 경우 조치방법이 궁금하신가요?
0,케이스까지 해서 얼마입니까
0,내일 나와 함께 점심을 먹는 것이 어떠세요
0,그것은 좋은 의견 같습니다
0,요즘은 어떻게 지내세요
0,여보세요! 강연수인데요
0,통틀어 --달러가원이 들 것입니다
0,당신의 급료는 당신의 은행 구좌에 자동적으로 입금됩니다
0,저의 개인적인 추측이 양측에 혼란을 초래할까봐 두렵습니다
4,예약을 했는데 이름이나 출발일  출발 시간 등을 변경 할 수 있나요?
2,표시창에 CH05가 떠요
3,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
0,지금부터 회의를 시작하려 합니다
4,[수화물/동승자][기타] 2살 미만의 유아가 기내의 아기 바구니 사용가능한가요?
0,이것을 반환해 줄 수 있습니까
0,어지럽습니다
4,개별 여행자 보험 가입 가능한가요?
0,좀더 시간이 필합니다
0,여기를 주목해 주시겠습니까
1,보안프로그램 재설치 시 기존에 설치된 보안프로그램 삭제방법을 알고 싶습니다.
3,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
0,주소전화번호를 알 수 있을까요
0,원기왕성합니다
0,협상하기 전에 인쇄물들을 훑어보도록 합시다
0,죄송하지만 작별을 해야 하겠습니다
0,그때 보자
0,미스터 베이커  이 사람은 미스터 김민수라고 합니다
0,좀더 싼 것이 있습니까
0,용무에 필요한 문구류는 어디에 있습니까
4,[일본] JR 레일패스의 구입 자격조건은 어떠한가요?
0,얼마입니까
4,카드 발권 시 필요한 절차는 무엇인가요?
4,[투어마일리지][사용문의] 가족합산 투어마일리지 사용이 가능한가요?
0,우리 집에 들러 주세요
2,리모컨이 됐다 안됐다 해요.
0,우리도 거의 같은 식으로 생각합니다
4,일정을 변경하고 싶은데 어떻게 해야하나요?
4,항공권 유효 기간은 무엇인가요?
0,배가 심하게 아픕니다
2,V35 G7 V30 Q보이스 사용 방법을 알고 싶어요.
0,도와주시겠습니까
0,미스터 화이트  전화입니다
2,Smart ThinQ 연결이 안돼요. 등록실패가 떠요.
0,그는 수출과에 있습니다. 전화를 그에게 돌려드리겠습니다. 잠깐만 그대로 기다려 주세요
3,주문한 상품은 언제쯤 받을 수 있나요?
2,국내에서 구입한 에어컨을 해외에서 사용해도 되나요.
0,원칙적으로  대체로
3,주문한 상품은 언제쯤 받을 수 있나요?
0,실례합니다. 저것이 공중 전하입니까
3,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
0,세탁 서비스를 해주십니까
3,주문한 상품의 내용물 (사은품/증정품/부속품)이 일부 빠진 채 배송되었어요.
0,내가 말하는 의미를 알겠어요
2,에어컨 가동 중 떨리는 소음이 나요.
2,Bluetooth 헤드셋과 연결하여 음성으로 휴대폰을 사용할 수 있나요?
3,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
0,고맙습니다. 여기 있습니다
0,예약을 했습니다
0,미스터 브라운의 제안중 이 부분에 대해 질문이 있습니다
0,광고 문제로 옮겨가 볼까요
0,전화해 주세요
0,선적은 예정보다 2개월 이상 지연됩니다
4,[이름변경] 예약시 영문이름이 여권과 달라도 상관없나요?
1,계약자를 바꾸고 싶습니다. 계약자 변경 절차를 알려 주십시오.
2,에어컨 내부청소는 어떻게 하나요.(열교환기가 하부에 있는 모델)
3,롯데닷컴 배송흐름은 어떻게 되나요?
1,MY삼성생명 접속 중 보안프로그램 설치에서 화면이 멈춰있습니다.
3,주문한 상품은 언제쯤 받을 수 있나요?
3,롯데닷컴 배송흐름은 어떻게 되나요?
3,배송중인 상품의 위치는 어떻게 확인하나요?
2,특정 전화번호만 수신이 되지 않아요.
1,연금 수령에 따른 신청 절차 및 관련 제도 안내입니다.
4,저는 지방에 살고 있는데 지방에서 출발하는 상품 있나요?
3,상품을 직접 방문하여 수령할 수는 없나요?
1,회원가입을 하는데 이미 가입되어 있다고 합니다.
3,상품을 직접 방문하여 수령할 수는 없나요?
4,최소 출발 인원이 안 되는 경우는 어떻게 되나요?
4,[유럽]유레일 패스에 유효기간이 있나요?
2,바람세기 조절이 안돼요. 풍량 조절이 안돼요.
3,배송중인 상품의 위치는 어떻게 확인하나요?
4,미확정 요금으로 예약했는데 결제할 수 있나요?
1,상품변경과 배분비율 변경은 어떤 차이점이 있습니까?
4,임산부일때 탑승가능한가요?
2,G6 홈 터치 버튼을 숨기고 싶어요.
2,오레오 버전에서 앱 다운로드 후 홈화면에 앱 아이콘이 안보여요.
4,알짜항공권도 변경 가능한가요?
2,벽걸이  에어컨  바람 소리가  커요. 소음이 커졌어요.
3,주문한 상품은 언제쯤 받을 수 있나요?
1,사고 보험금 방문지급 서비스 제도 입니다.
1,해지(해약)환급금이 적은 이유에 대한 안내입니다.
3,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
1,자녀(미성년자)계약건은 부모가 신청하면 됩니까?
3,배송이 지연되는 사유가 무엇인가요?
3,배송중인 상품의 위치는 어떻게 확인하나요?
3,장바구니와 찜리스트의 주요 기능과 차이점이 궁금합니다.
4,[유럽]유레일 패스로 야간열차나 고속열차를 무조건 탈 수 있나요?
3,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
4,국내선 예약시 사전 좌석배정을 받을 수 있나요?
3,주문한 상품은 언제쯤 받을 수 있나요?
3,배송중인 상품의 위치는 어떻게 확인하나요?
3,비회원도 주문정보를 확인할 수 있나요?
3,배송중인 상품의 위치는 어떻게 확인하나요?
4,[투어마일리지] 투어마일리지란 무엇인가요?
1,기록관리(Recordkeeping)는 무엇이며 왜 중요합니까?
2,[G6] 젠더를 이용해 충전하면 충전 속도가 느려요.
4,항공권을 양도 할 수 있나요?
1,퇴직보험이 종퇴보험보다 종업원측에 유리한 점은 무엇입니까?
2,F1  F2  F3  F4  F5 표시가 떠요.
4,웹상으론 좌석이 보이는데 예약완료후 대기예약으로 뜨네요?
1,펀드를 가입하려면 어떻게 해야 하나요?
2,스탠드 에어컨 사용시 “득득득  뚝뚝” 소음이 나요.
2,Smart ThinQ 연결이 안돼요. 등록실패가 떠요.
2,표시창에 ES가 나타나요.
4,[예약실패] 예약이 안되요!!
2,스마트 게시판은 무엇인가요.
2,(난방) 실외기에 성에가 껴요.
4,하와이도 비자가 필요한가요?
4,예약완료인데 예약이 확정인가요?
1,보험가입증서(보험증권)를 미수령(분실)하였는데 받아보려면 어떻게 해야 하나요?
1,보험료는 언제까지 납입해야 합니까?
2,사용하지 않는데 실외기가 가동되요. 꺼져있는데 물이 떨어져요.
3,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
2,휴대폰 발열이 있나요
3,공인인증서를 발급 받으려면 어떻게 해야 하나요?
1,전화대출시 당사에 본인명의 통장이 등록되어 있어야만 합니까?
1,대출금리는 어떻게 결정 되나요?
3,휴일에도 상품을 받을수 있나요?
4,체크인(Check-in)
4,[투어마일리지적립문의] 여행을 다녀온 후에 투어마일리지 적립요청이 가능한가요?
4,해외호텔 취소나 변경을 하고 싶은데 어떻게 하면 되나요?
4,현지에서 패스 분실시 재발권이 가능한가요?
2,비디오 촬영 시에 녹음되는 소리를 확인할 수 있는 방법이 있나요?
1,보험금 청구 가능기간은 언제까지 입니까?
4,[일본][규슈] 산큐패스의 구입 자격조건은 어떠한가요?
2,에어컨 날개가 닫히지 않아요. 열리지 않아요.
1,부동산담보대출 현재 금리가 어떻게 됩니까?
2,v20 고속충전 기능을 지원하나요
2,새 제품인데 이상한 냄새가 나요.
3,장바구니 담기 후 표시되는 배송비없애기란 무슨 기능인가요?
3,휴일에도 상품을 받을수 있나요?
1,오늘 해지(해약)했는데 통장에서 보험료가 인출되었습니다.
2,에어컨 가스는 얼마 만에 한 번씩 주입하나요. 가스 넣을 때가 된 것 같아요.
1,확정급여형(DB)과 확정기여형(DC) 제도는 무엇이며 이 둘은 어떻게 다름니까?
2,미지근한 바람이 나와요. 난방이 너무 약해요.
1,변액보험 펀드변경을 위해서는 보안카드 또는 OTP카드를 발급 받아야 하나요?
1,과거병력 미 고지후 2년 경과하였습니다. 보험혜택에 이상 없습니까?
4,[결제오류] 결제요청이 안되요
3,롯데닷컴 배송흐름은 어떻게 되나요?
4,항공권요금에 추가로 붙는 세금(tax)과 유류할증료란 무엇인가요?
4,알짜항공권 출발미확정. TAX미확정이면 어떻게 하나요?
1,확정급여형(DB)과 확정기여형(DC) 제도의 차이점은 무엇인가요?
2,휴대폰이 꺼진 채로 충전하면 자동으로 전원이 켜져요.
4,[여권/마일리지/체류지정보] 여권 발급 예정인 경우 어떻게 결제를 하죠?
2,스탠드 에어컨 공기청정용 필터 교체 방법
2,G7의 화면 밝기를 100%보다 더 밝게 설정하고 싶어요.
3,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
2,이어폰으로 Advanced Audio Recording을 할 수 있나요?
2,더욱 다양한 카메라 모드를 이용하고 싶어요.
4,예약 후 예약한 본인이 아닌 가족이 이용가능한가요?
2,(냉방)실외기에서 물이 떨어져요.
4,대기예약된 경우 결제는 가능한가요? 또한 확정은 언제 되나요?
1,가입 후 대출은 언제부터 가능합니까?
4,여행요금의 입금은 어떻게 해야 합니까?
1,대출만기가 되었는데  만기연장이 가능한가요?
3,취소요청한 상품의 취소 여부는 언제 어디를 통해 확인해 볼 수 있나요?
2,내부저장소에 설치된 app 을 SD 카드로 이동할 수 있나요?
2,비밀번호 분실로 화면이 잠기셨나요.
2,휴대폰에서 SD 카드 안전하게 꺼내고 싶어요.
3,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
4,트윈에는 2인의 조식이 모두 포함인가요?
4,도심공항 서비스가 무엇인가요?
2,Bluetooth 기기를 여러 대 동시에 연결하고 싶어요.
4,결제카드 또는 할부개월수를 변경하고 싶습니다. 어떻게 해야하나요?
2,실외기는 비를 맞아도 되나요.
4,취소마감일이 지난 예약이라 그런지 결제를 해야만 예약을 할 수가 있네요. 결제 없이는 예약이 불가능 한가요?
1,홈페이지를 통해 전화 상담 신청을 했는데 아무런 연락이 없습니다.
2,(듀얼)필터 청소는 어떻게 하나요.
1,자동이체 결제계좌 변경이 되지 않습니다.
3,상품을 직접 방문하여 수령할 수는 없나요?
1,뺑소니 또는 무보험차량에 의해 사망했을 경우 필요서류는 무엇인지요?
4,스케줄의 중간구간이나 리턴편 먼저 사용 할 수 있나요?
1,삼성생명에 계약사항이 없는데 SMS가 발송되었는데요?
2,Q리모트는 어떤 기능인가요.
4,예약 및 결제 취소 요청을 했으나 카드 취소 확인이 안됩니다. 왜 그런가요?
1,회원가입을 하면 보험계약조회를 할 수 있습니까?
3,휴일에도 상품을 받을수 있나요?
3,신용카드 결제 시 공인인증서가 꼭 필요한가요?
4,[유럽]야간 열차를 탈 경우 패스에서 2일 분을 사용하게 되는 건가요?
1,보험료를 추가납입할 수 있다고 하는데 어떻게 납입합니까?
3,택배사에서 상품을 분실했다고 합니다. 어떻게 해야 하나요?
3,주문한 상품은 언제쯤 받을 수 있나요?
2,바람이 나오지 않아요.
1,보험계약대출 절차 및 서류 안내 입니다.
1,부활시에도 자필서명이 필요합니까?
4,트윈룸과 더블룸의 차이가 뭔가요 ?
4,마일리지 적립이 안되었는데 어떻게 하나요?
2,표시창에 NO가 뜨면서 작동이 안 돼요. 전원이 꺼져요.
2,ATM 이용 시 LG페이로 하루에 이용 가능한 한도는 얼마인가요.
1,퇴직보험도 가입비율 조정에 의해 100%지급이 가능합니까?
3,취소한 상품이 배송되었습니다. 어떻게 하나요?
3,상품을 직접 방문하여 수령할 수는 없나요?
3,배송중인 상품의 위치는 어떻게 확인하나요?
4,탑승수속은 어떻게 해야 하나요?
1,지문인증을 5회 실패한 것도 아닌데(1~4회 실패) 이용이 불가능합니다. 왜 그런가요?
4,면세점에서 구입한도와 입국시 면세한도는 얼마인가요?
4,현지에서 다급하면 어디로 연락하면 되나요?
1,보험계약대출도 인지세가 있나요?
2,냉기가 나왔다 안 나왔다 해요.
1,한번 설정한 퇴직급여제도를 변경 방법 및 그 절차는 무엇인가요?
3,주문한 상품은 언제쯤 받을 수 있나요?
3,[직영상품] 주문완료 후 옵션 변경을 할 수 있나요?
3,주문한 상품은 언제쯤 받을 수 있나요?
4,해외호텔 할인쿠폰 어디서 받을 수 있나요?
3,상품을 교환하고 싶어요! 어떻게 하면 되나요?
4,예약취소를 했는데 결제 취소는 어떻게 되나요?
4,투숙자 이름 변경이 가능할까요?
4,Cabotage (자국내항공운송권리) 란 무엇인가요?
1,퇴직연금제를 실시하기 위해서 규약을 작성해야 한다는 데 규약이란 무엇인가요?
2,스탠드 에어컨 스마트 진단 사용 방법을 알려주세요.
3,[직영상품] 무통장 입금을 선택하여 주문하였습니다. 언제까지 입금해야하나요?
2,휴대폰 최적화 방법 및 관리방법을 알고 계신가요
2,메시지로 연락처를 상대방과 주고 받으려면 어떻게 하나요?
2,필터의 교체시기/구입방법이 궁금해요.
4,조식은 모두 포함인가요?
3,취소한 상품이 배송되었습니다. 어떻게 하나요?
2,F700(G5) SMS 문자 수신 안 되는 현상
2,에어컨 가동 중 부딪히는 소음이 나요.
3,배송중인 상품의 위치는 어떻게 확인하나요?
1,고객불만 접수 방법 및 프로세스 안내
4,패키지여행이 끝나고 현지에서 돌아오는 날짜를 변경할수있나요?
4,한번에 최대 몇 명까지 예약할 수 있나요?
3,롯데닷컴 배송흐름은 어떻게 되나요?
4,출국과 귀국 도시가 달라요.예약 가능할까요?
1,불완전판매란 무엇입니까?
4,본인카드 외에 가족카드 또는 타인카드 결제 가능한가요?
3,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
3,교환을 신청하면 언제쯤 새 상품을 받아볼 수 있나요?
4,취소되었는지 확인해 주세요?
2,전원이 켜지지 않아요.
2,투인원 벽걸이만 냉기가 나오지 않아요.
1,얼마 전 해지(해약)을 했습니다. 과거 거래이력을 보고 싶은데 접속이 안됩니다.
3,인터파크 티켓에서 로그인이 되지 않아요.
1,홈페이지 회원가입 무엇인가요?
4,도착시간이 늦어질 것 같은데요.어떡하면 될까요?
1,특약을 삭제할 경우 그동안 납입한 금액을 돌려 받을 수 있나요?
4,E-Ticket이 무엇인가요?
2,(난방) 실외기에 성에가 껴요.
1,사망보험금(입원급여금)의 청구시효기간은 언제까지인가요?
3,배송이 지연되는 사유가 무엇인가요?
3,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
3,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
2,배수펌프가 작동하지 않아요. 에어컨에서 물이 새요.
3,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
3,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
1,사고보험금 지급이 지연될 경우 어떻게 해야 하나요?
2,LG SmartWorld란 무엇인가요.
3,취소한 상품이 배송되었습니다. 어떻게 하나요?
2,에어컨의 배관 단열재가 벗겨졌어요.
3,배송중인 상품의 위치는 어떻게 확인하나요?
2,캐시비 앱 동작하기.
3,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
2,(난방) 실외기에 성에가 껴요.
1,유니버설 기능이란 무엇입니까?
3,취소한 상품이 배송되었습니다. 어떻게 하나요?
4,취소/변경 절차는 어떻게 되나요?
1,금융거래회원으로 전환하는 방법을 알려주세요.
4,차량 인수방법
2,ATM 등록 가능한 계좌는 무엇인가요.
3,배송중인 상품의 위치는 어떻게 확인하나요?
3,롯데닷컴 배송흐름은 어떻게 되나요?
4,[미결제 표기] 발권까지 완료되었다고 하는데 미결제라고 보입니다.
2,LG 360 VR의 렌즈 위치와 초점 조정 방법은 어떻게 되나요?
3,배송이 지연되는 사유가 무엇인가요?
3,배송중인 상품의 위치는 어떻게 확인하나요?
1,운용관리계약을 복수로 체결할 수 있습니까?
3,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
1,외국에서 사고가 났어요 보장가능합니까?
3,롯데닷컴 배송흐름은 어떻게 되나요?
2,타는 냄새가 나요.
4,체류지 정보 등록 여부 확인해 주세요?
2,(냉방)실내기에 성에가 껴요.
3,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
1,준비금비례사업비를 부가하는 이유는?
4,예약할 때 성별과 생년월일을 잘못 입력했는데 비행기 탑승을 못하나요?
2,LG Bridge(LG 브릿지) 와 휴대폰 연결하여 백업 복원은 어떻게 하나요.
3,취소한 상품이 배송되었습니다. 어떻게 하나요?
4,항공권 예약 시 여권이 꼭 필요한가요?
4,여행경비는 어느 정도 갖고 가야하나요 ?
2,변경된 잠금 해제 방식을 알려 주세요.
3,배송이 지연되는 사유가 무엇인가요?
1,실효된 후 입원(수술)했었는데 부활할 수 있습니까?
1,미성년자녀의 보험금청구는 어떻게 되나요?(친권자)
3,T-Money 결제는 어떻게 하는 건가요?
2,냉방은 되는데 배수 호스에서 물이 나오지 않아요.
3,배송이 지연되는 사유가 무엇인가요?
2,U+ 해외 로밍 서비스는 무엇인가요?
2,표시창에 ES가 나타나요.
1,홈페이지를 통한 신용대출 신청절차를 알고 싶습니다.
3,주문한 상품은 언제쯤 받을 수 있나요?
3,취소한 상품이 배송되었습니다. 어떻게 하나요?
4,호텔 전액 결제 해야 하나요?
3,취소한 상품이 배송되었습니다. 어떻게 하나요?
4,[예약취소 및 환불요청] 구입한 항공권은 환불 수수료가 있나요?
2,F1  F2  F3  F4  F5 표시가 떠요.
3,주문한 상품은 설치가 필요한 상품입니다. 설치는 언제 되나요?
3,본인인증 시 이미 인증된 아이디가 존재한다고 나옵니다. 어떻게 해야 하나요?
2,겨울철 에어컨 강제운전 방법을 알려주세요.
3,취소한 상품이 배송되었습니다. 어떻게 하나요?
2,네트워크 신호가 약할 때에는 어떻게 조치할 수 있나요.
4,해외호텔 예약시 법인카드 결제는 어떻게 하나요?
4,예약대기인데 왜 결제가 안되는지요?
2,가스 새는 소리가 들려요. 사용 안하는데 이상한 소리가 들려요.
2,스마트/와이파이 모듈을 구입했는데 어디에 꽂나요.
2,음성으로 휴대폰 기능을 사용할 수 있나요.
4,패키지 여행 일정에 자유여행이 있는데 그때는 무엇을 하나요?
2,배수 호스가 빠졌어요. 찢어졌어요.
4,[공항/기내서비스][기타] 좌석 지정은 요청 가능한가요?
1,퇴직연금제를 실시하기 위해서 규약을 작성해야 한다는 데 규약이란 무엇인가요?
1,우량체 할인이란 무엇입니까?
4,국내선 주말항공은 언제쯤 예약을 해야 좌석을 구입할 수 있나요?
